name;type;lat;lng;visibility;wgs84;amsl_ft;agl_ft;state;prec_hz;prec_vt;boundary;creation_date;verification_date;validity_date;data_provider;quality_factor;city
E5012-2;Eolienne;49.042128;-0.925998;JOUR ET NUIT;OUI;1001.0;414;VERIFIE;conforme ;inconnu;82;09/10/2017;29/04/2018;29/04/2023;DIRCAM/DIA;8;Saint-Amand-Villages
E5012-3;Eolienne;49.040792;-0.931281;JOUR ET NUIT;OUI;926.0;414;VERIFIE;conforme ;inconnu;82;09/10/2017;29/04/2018;29/04/2023;DIRCAM/DIA;8;Saint-Amand-Villages
E5013-1;Eolienne;49.156389;-1.438612;JOUR ET NUIT;OUI;682.0;553;NON VERIFIE;inconnu;inconnu;97;09/06/2021;09/06/2021;09/06/2026;SIA;6;Muneville-le-Bingard
E5013-2;Eolienne;49.158334;-1.433334;JOUR ET NUIT;OUI;671.0;553;NON VERIFIE;inconnu;inconnu;97;09/06/2021;09/06/2021;09/06/2026;SIA;4;Muneville-le-Bingard
E5013-3;Eolienne;49.161389;-1.446945;JOUR ET NUIT;OUI;668.0;553;NON VERIFIE;inconnu;inconnu;97;09/06/2021;09/06/2021;09/06/2026;SIA;4;Millières
E5013-4;Eolienne;49.16;-1.440556;JOUR ET NUIT;OUI;673.0;553;NON VERIFIE;inconnu;inconnu;97;09/06/2021;09/06/2021;09/06/2026;SIA;6;Millières
E5013-5;Eolienne;49.158612;-1.445556;JOUR ET NUIT;OUI;679.0;553;NON VERIFIE;inconnu;inconnu;97;09/06/2021;09/06/2021;09/06/2026;SIA;6;Muneville-le-Bingard
P50001;Pylone;49.619445;-1.548889;JOUR ET NUIT;OUI;869.0;443;VERIFIE;inconnu;inconnu;-9999;12/10/2018;12/01/2021;12/01/2026;SIA;6;Digosville
Ch50002;Cheminee;49.681945;-1.880556;NUIT;OUI;942.0;344;NON VERIFIE;inconnu;inconnu;-9999;12/10/2018;12/10/2018;12/10/2023;SIA;2;NC
P50003;Pylone;48.933334;-1.158334;JOUR;OUI;1115.0;210;NON VERIFIE;inconnu;inconnu;-9999;12/10/2018;12/10/2018;12/10/2023;SIA;2;NC
Ph50004;Phare;49.697223;-1.265834;NUIT;OUI;259.0;246;VERIFIE;inconnu;inconnu;-9999;12/10/2018;12/01/2021;12/01/2026;SIA;6;Gatteville-le-Phare
Ph50005;Phare;49.722778;-1.954445;NUIT;OUI;180.0;167;NON VERIFIE;inconnu;inconnu;-9999;12/10/2018;12/10/2018;12/10/2023;SIA;2;NC
P50006;Pylone;49.606945;-1.597223;JOUR ET NUIT;OUI;810.0;246;NON VERIFIE;inconnu;inconnu;-9999;12/10/2018;12/10/2018;12/10/2023;SIA;2;NC
P50007;Pylone;48.647778;-0.924445;JOUR ET NUIT;OUI;1368.0;328;VERIFIE;inconnu;inconnu;-9999;12/10/2018;12/01/2021;12/01/2026;SIA;6;Mortain-Bocage
P50008;Pylone;48.824445;-1.2375;NON BALISE;OUI;906.0;197;VERIFIE;inconnu;inconnu;-9999;12/10/2018;12/01/2021;12/01/2026;SIA;6;Villedieu-les-Poêles-Rouffigny
P50009;Pylone;49.591112;-1.6125;JOUR ET NUIT;OUI;820.0;246;VERIFIE;inconnu;inconnu;-9999;12/10/2018;12/01/2021;12/01/2026;SIA;6;Tollevast
P50011;Pylone;49.290278;-1.475;NON BALISE;OUI;600.0;197;VERIFIE;inconnu;inconnu;-9999;12/10/2018;12/01/2021;12/01/2026;SIA;6;Montsenelle
P50012;Pylone;49.270278;-1.472778;NON BALISE;OUI;518.0;164;VERIFIE;inconnu;inconnu;-9999;12/10/2018;12/01/2021;12/01/2026;SIA;6;Vesly
P50013;Pylone;49.581945;-1.536945;JOUR ET NUIT;OUI;758.0;217;VERIFIE;inconnu;inconnu;-9999;12/10/2018;12/01/2021;12/01/2026;SIA;6;Le Mesnil-au-Val
P50014;Pylone;49.534445;-1.879167;NON BALISE;OUI;344.0;262;NON VERIFIE;inconnu;inconnu;-9999;12/10/2018;12/10/2018;12/10/2023;SIA;2;NC
P50015;Pylone;49.374167;-1.805556;JOUR ET NUIT;OUI;541.0;262;VERIFIE;inconnu;inconnu;-9999;12/10/2018;12/01/2021;12/01/2026;SIA;6;Barneville-Carteret
P50016;Pylone;49.531945;-1.880278;JOUR;OUI;512.0;262;NON VERIFIE;inconnu;inconnu;-9999;12/10/2018;12/10/2018;12/10/2023;SIA;2;NC
C50017;Chateau d'eau;49.016945;-1.386389;NON BALISE;OUI;558.0;197;VERIFIE;inconnu;inconnu;-9999;12/10/2018;12/01/2021;12/01/2026;SIA;6;Ouville
P50018;Pylone;49.506112;-1.441112;JOUR ET NUIT;OUI;407.0;197;VERIFIE;inconnu;inconnu;-9999;12/10/2018;12/01/2021;12/01/2026;SIA;6;Valognes
P50019;Pylone;48.513334;-1.321112;NON BALISE;OUI;587.0;167;NON VERIFIE;inconnu;inconnu;-9999;12/10/2018;12/10/2018;12/10/2023;SIA;2;NC
P50020;Pylone;48.928056;-1.458056;NON BALISE;OUI;397.0;167;VERIFIE;inconnu;inconnu;-9999;12/10/2018;12/01/2021;12/01/2026;SIA;6;Muneville-sur-Mer
P50021;Pylone;49.601112;-1.595556;NON BALISE;OUI;738.0;167;VERIFIE;inconnu;inconnu;-9999;12/10/2018;12/01/2021;12/01/2026;SIA;6;Cherbourg-en-Cotentin
P50022;Pylone;48.682223;-1.330834;NON BALISE;OUI;446.0;174;VERIFIE;inconnu;inconnu;-9999;12/10/2018;12/01/2021;12/01/2026;SIA;6;Saint-Senier-sous-Avranches
P50023;Pylone;49.625;-1.314167;NON BALISE;OUI;558.0;171;VERIFIE;inconnu;inconnu;-9999;12/10/2018;12/01/2021;12/01/2026;SIA;6;Le Vicel
A50024;Antenne;49.667223;-1.818334;NON BALISE;OUI;702.0;167;VERIFIE;inconnu;inconnu;-9999;12/10/2018;12/01/2021;12/01/2026;SIA;6;La Hague
C50025;Chateau d'eau;49.623612;-1.622223;NON BALISE;OUI;505.0;171;VERIFIE;inconnu;inconnu;-9999;12/10/2018;12/01/2021;12/01/2026;SIA;6;Cherbourg-en-Cotentin
P50026;Pylone;48.688334;-1.346112;NON BALISE;OUI;509.0;180;VERIFIE;inconnu;inconnu;-9999;12/10/2018;12/01/2021;12/01/2026;SIA;6;Saint-Senier-sous-Avranches
B50027;Batiment;49.628334;-1.630556;NON BALISE;OUI;453.0;174;VERIFIE;inconnu;inconnu;-9999;12/10/2018;12/01/2021;12/01/2026;SIA;6;Cherbourg-en-Cotentin
P50028;Pylone;49.422778;-1.279167;NON BALISE;OUI;285.0;167;VERIFIE;inconnu;inconnu;-9999;12/10/2018;12/01/2021;12/01/2026;SIA;6;Sainte-Mère-Eglise
C50029;Chateau d'eau;48.762223;-1.528334;NON BALISE;OUI;518.0;217;VERIFIE;inconnu;inconnu;-9999;12/10/2018;12/01/2021;12/01/2026;SIA;6;Jullouville
C50030;Chateau d'eau;49.103889;-1.064723;NON BALISE;OUI;551.0;240;VERIFIE;inconnu;inconnu;-9999;12/10/2018;12/01/2021;12/01/2026;SIA;6;Saint-Lô
C50031;Chateau d'eau;49.490278;-1.352223;NON BALISE;OUI;364.0;220;VERIFIE;inconnu;inconnu;-9999;12/10/2018;12/01/2021;12/01/2026;SIA;6;Saint-Floxel
P50032;Pylone;49.548889;-1.563612;NON BALISE;OUI;640.0;204;VERIFIE;inconnu;inconnu;-9999;12/10/2018;12/01/2021;12/01/2026;SIA;6;Brix
P50033;Pylone;49.386945;-1.381389;NON BALISE;OUI;246.0;174;VERIFIE;inconnu;inconnu;-9999;12/10/2018;12/01/2021;12/01/2026;SIA;6;Picauville
C50038;Chateau d'eau;49.080278;-1.451945;NON BALISE;OUI;607.0;165;VERIFIE;inconnu;inconnu;-9999;12/10/2018;12/01/2021;12/01/2026;SIA;6;La Vendelée
P50039;Pylone;49.628889;-1.729723;JOUR ET NUIT;OUI;771.0;197;VERIFIE;inconnu;inconnu;-9999;12/10/2018;12/01/2021;12/01/2026;SIA;6;La Hague
M50044;Mat;49.369831;-1.557398;JOUR ET NUIT;OUI;564.0;426;NON VERIFIE;inconnu;inconnu;-9999;21/09/2022;21/09/2022;21/09/2027;SIA;4;Saint-Sauveur-le-Vicomte
M50045;Mat;49.131084;-1.511695;JOUR ET NUIT;OUI;524.0;393;NON VERIFIE;inconnu;inconnu;-9999;11/05/2023;11/05/2023;11/05/2028;SIA;4;Muneville le bingard
M50046;Mat;49.159945;-1.44825;JOUR ET NUIT;OUI;511.0;390;NON VERIFIE;inconnu;inconnu;-9999;05/06/2023;05/06/2023;05/06/2028;SIA;4;Millieres
E5100-1;Eolienne;48.89417;4.165903;JOUR ET NUIT;OUI;899.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;09/10/2017;09/10/2022;DIRCAM/DIA;8;Germinon
E5100-2;Eolienne;48.890575;4.170742;JOUR ET NUIT;OUI;928.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;09/10/2017;09/10/2022;DIRCAM/DIA;8;Germinon
E5100-3;Eolienne;48.886962;4.175492;JOUR ET NUIT;OUI;928.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;09/10/2017;09/10/2022;DIRCAM/DIA;8;Germinon
E5100-4;Eolienne;48.883373;4.180253;JOUR ET NUIT;OUI;889.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Germinon
E5100-5;Eolienne;48.879814;4.184931;JOUR ET NUIT;OUI;866.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;09/10/2017;09/10/2022;DIRCAM/DIA;8;Germinon
E5100-6;Eolienne;48.87617;4.189678;JOUR ET NUIT;OUI;866.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;09/10/2017;09/10/2022;DIRCAM/DIA;8;Germinon
E5100-7;Eolienne;48.879903;4.196403;JOUR ET NUIT;OUI;896.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;09/10/2017;09/10/2022;DIRCAM/DIA;8;Germinon
E5100-8;Eolienne;48.883509;4.191656;JOUR ET NUIT;OUI;905.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;09/10/2017;09/10/2022;DIRCAM/DIA;8;Germinon
E5100-9;Eolienne;48.8871;4.186953;JOUR ET NUIT;OUI;919.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;09/10/2017;09/10/2022;DIRCAM/DIA;8;Germinon
E5100-10;Eolienne;48.890689;4.182248;JOUR ET NUIT;OUI;902.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;09/10/2017;09/10/2022;DIRCAM/DIA;8;Germinon
E5100-11;Eolienne;48.8943;4.177487;JOUR ET NUIT;OUI;902.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;09/10/2017;09/10/2022;DIRCAM/DIA;8;Germinon
E5100-12;Eolienne;48.897923;4.172687;JOUR ET NUIT;OUI;892.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;09/10/2017;09/10/2022;DIRCAM/DIA;8;Germinon
E5100-13;Eolienne;48.901709;4.179495;JOUR ET NUIT;OUI;886.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;09/10/2017;09/10/2022;DIRCAM/DIA;8;Germinon
E5100-14;Eolienne;48.898078;4.184275;JOUR ET NUIT;OUI;889.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;09/10/2017;09/10/2022;DIRCAM/DIA;8;Germinon
E5100-15;Eolienne;48.894456;4.189067;JOUR ET NUIT;OUI;873.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;09/10/2017;09/10/2022;DIRCAM/DIA;8;Germinon
E5100-16;Eolienne;48.8909;4.193742;JOUR ET NUIT;OUI;892.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;09/10/2017;09/10/2022;DIRCAM/DIA;8;Germinon
E5100-17;Eolienne;48.887273;4.198467;JOUR ET NUIT;OUI;938.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;09/10/2017;09/10/2022;DIRCAM/DIA;8;Germinon
E5100-18;Eolienne;48.883706;4.20325;JOUR ET NUIT;OUI;958.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;29/04/2018;29/04/2023;DIRCAM/DIA;8;Germinon
E5100-19;Eolienne;48.887464;4.210128;JOUR ET NUIT;OUI;928.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;29/04/2018;29/04/2023;DIRCAM/DIA;8;Germinon
E5100-20;Eolienne;48.89112;4.20547;JOUR ET NUIT;OUI;892.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;29/04/2018;29/04/2023;DIRCAM/DIA;8;Germinon
E5100-21;Eolienne;48.894739;4.200712;JOUR ET NUIT;OUI;882.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;29/04/2018;29/04/2023;DIRCAM/DIA;8;Germinon
E5100-22;Eolienne;48.898325;4.195992;JOUR ET NUIT;OUI;863.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;29/04/2018;29/04/2023;DIRCAM/DIA;8;Germinon
E5100-23;Eolienne;48.901928;4.19125;JOUR ET NUIT;OUI;876.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;29/04/2018;29/04/2023;DIRCAM/DIA;8;Germinon
E5100-24;Eolienne;48.905528;4.186434;JOUR ET NUIT;OUI;873.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;29/04/2018;29/04/2023;DIRCAM/DIA;8;Germinon
E5100-25;Eolienne;48.909317;4.193356;JOUR ET NUIT;OUI;863.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;29/04/2018;29/04/2023;DIRCAM/DIA;8;Germinon
E5100-26;Eolienne;48.905756;4.198173;JOUR ET NUIT;OUI;869.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;29/04/2018;29/04/2023;DIRCAM/DIA;8;Germinon
E5100-27;Eolienne;48.902106;4.202881;JOUR ET NUIT;OUI;856.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;29/04/2018;29/04/2023;DIRCAM/DIA;8;Germinon
E5100-28;Eolienne;48.898548;4.2077;JOUR ET NUIT;OUI;879.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;29/04/2018;29/04/2023;DIRCAM/DIA;8;Germinon
E5100-29;Eolienne;48.894917;4.212439;JOUR ET NUIT;OUI;892.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;29/04/2018;29/04/2023;DIRCAM/DIA;8;Germinon
E5100-30;Eolienne;48.891303;4.217203;JOUR ET NUIT;OUI;922.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;29/04/2018;29/04/2023;DIRCAM/DIA;8;Germinon
E5100-31;Eolienne;48.909559;4.204928;JOUR ET NUIT;OUI;856.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;29/04/2018;29/04/2023;DIRCAM/DIA;8;Thibie
E5100-32;Eolienne;48.905945;4.209831;JOUR ET NUIT;OUI;846.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;29/04/2018;29/04/2023;DIRCAM/DIA;8;Thibie
E5100-33;Eolienne;48.902337;4.214539;JOUR ET NUIT;OUI;863.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;29/04/2018;29/04/2023;DIRCAM/DIA;8;Thibie
E5100-34;Eolienne;48.899028;4.219639;JOUR ET NUIT;OUI;896.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;29/04/2018;29/04/2023;DIRCAM/DIA;8;Thibie
E5100-35;Eolienne;48.895117;4.2241;JOUR ET NUIT;OUI;922.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;29/04/2018;29/04/2023;DIRCAM/DIA;8;Thibie
E5100-36;Eolienne;48.909592;4.216417;JOUR ET NUIT;OUI;843.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;29/04/2018;29/04/2023;DIRCAM/DIA;8;Thibie
E5100-37;Eolienne;48.906037;4.221103;JOUR ET NUIT;OUI;869.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;29/04/2018;29/04/2023;DIRCAM/DIA;8;Thibie
E5100-38;Eolienne;48.902723;4.226362;JOUR ET NUIT;OUI;892.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;29/04/2018;29/04/2023;DIRCAM/DIA;8;Thibie
E5100-39;Eolienne;48.899112;4.231195;JOUR ET NUIT;OUI;915.0;492;VERIFIE;conforme ;inconnu;100;09/10/2017;29/04/2018;29/04/2023;DIRCAM/DIA;8;Thibie
E5101-1;Eolienne;48.862612;4.523884;JOUR ET NUIT;OUI;937.0;396;VERIFIE;conforme ;inconnu;82;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Pogny
E5101-2;Eolienne;48.861014;4.515709;JOUR ET NUIT;OUI;931.0;396;VERIFIE;conforme ;inconnu;82;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Pogny
E5101-3;Eolienne;48.85055;4.520773;JOUR ET NUIT;OUI;882.0;396;VERIFIE;conforme ;inconnu;82;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Omey
E5101-4;Eolienne;48.8559;4.506142;JOUR ET NUIT;OUI;885.0;396;VERIFIE;conforme ;inconnu;82;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Pogny
E5101-5;Eolienne;48.85495;4.528359;JOUR ET NUIT;OUI;997.0;492;VERIFIE;conforme ;inconnu;82;09/10/2017;29/04/2018;29/04/2023;DIRCAM/DIA;8;La Chaussée-sur-Marne
E5101-6;Eolienne;48.871012;4.528037;JOUR ET NUIT;OUI;948.0;492;VERIFIE;conforme ;inconnu;104;09/10/2017;29/04/2018;29/04/2023;DIRCAM/DIA;8;Francheville
E5101-7;Eolienne;48.818609;4.629331;JOUR ET NUIT;OUI;916.0;276;VERIFIE;conforme ;inconnu;58;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Lisse-en-Champagne
E5101-8;Eolienne;48.821862;4.629353;JOUR ET NUIT;OUI;962.0;276;VERIFIE;conforme ;inconnu;58;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Saint-Amand-sur-Fion
E5101-9;Eolienne;48.821409;4.625989;JOUR ET NUIT;OUI;939.0;276;VERIFIE;conforme ;inconnu;58;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Saint-Amand-sur-Fion
E5101-10;Eolienne;48.823314;4.632695;JOUR ET NUIT;OUI;968.0;276;VERIFIE;conforme ;inconnu;58;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Saint-Amand-sur-Fion
E5101-11;Eolienne;48.824367;4.636395;JOUR ET NUIT;OUI;958.0;276;VERIFIE;conforme ;inconnu;58;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Lisse-en-Champagne
E5101-12;Eolienne;48.826456;4.638948;JOUR ET NUIT;OUI;952.0;276;VERIFIE;conforme ;inconnu;58;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Saint-Amand-sur-Fion
E5101-13;Eolienne;48.829059;4.642312;JOUR ET NUIT;OUI;919.0;276;VERIFIE;conforme ;inconnu;58;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Saint-Amand-sur-Fion
E5101-14;Eolienne;48.830606;4.646214;JOUR ET NUIT;OUI;899.0;276;VERIFIE;conforme ;inconnu;58;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Lisse-en-Champagne
E5101-15;Eolienne;48.832737;4.64922;JOUR ET NUIT;OUI;929.0;276;VERIFIE;conforme ;inconnu;58;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Saint-Amand-sur-Fion
E5101-16;Eolienne;48.834339;4.652523;JOUR ET NUIT;OUI;949.0;276;VERIFIE;conforme ;inconnu;58;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Saint-Amand-sur-Fion
E5101-17;Eolienne;48.834564;4.656625;JOUR ET NUIT;OUI;978.0;276;VERIFIE;conforme ;inconnu;58;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Lisse-en-Champagne
E5101-18;Eolienne;48.835512;4.660434;JOUR ET NUIT;OUI;1004.0;276;VERIFIE;conforme ;inconnu;58;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Lisse-en-Champagne
E5101-19;Eolienne;48.834548;4.664223;JOUR ET NUIT;OUI;1017.0;276;VERIFIE;conforme ;inconnu;58;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Lisse-en-Champagne
E5101-20;Eolienne;48.833995;4.667895;JOUR ET NUIT;OUI;1001.0;276;VERIFIE;conforme ;inconnu;58;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Bassu
E5101-21;Eolienne;48.837159;4.664425;JOUR ET NUIT;OUI;1008.0;276;VERIFIE;conforme ;inconnu;58;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Vanault-le-Châtel
E5101-22;Eolienne;48.83627;4.670125;JOUR ET NUIT;OUI;1008.0;276;VERIFIE;conforme ;inconnu;58;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Bassu
E5101-23;Eolienne;48.838825;4.671106;JOUR ET NUIT;OUI;1027.0;276;VERIFIE;conforme ;inconnu;58;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Bassu
E5101-24;Eolienne;48.840967;4.673634;JOUR ET NUIT;OUI;1024.0;276;VERIFIE;conforme ;inconnu;58;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Vanault-le-Châtel
E5101-25;Eolienne;48.843067;4.677078;JOUR ET NUIT;OUI;1014.0;276;VERIFIE;conforme ;inconnu;58;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Bassu
E5101-26;Eolienne;48.84607;4.678773;JOUR ET NUIT;OUI;1008.0;276;VERIFIE;conforme ;inconnu;58;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Vanault-le-Châtel
E5101-27;Eolienne;48.847884;4.681945;JOUR ET NUIT;OUI;1001.0;276;VERIFIE;conforme ;inconnu;58;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Bassu
E5101-28;Eolienne;48.849981;4.684534;JOUR ET NUIT;OUI;1004.0;276;VERIFIE;conforme ;inconnu;58;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Bassu
E5101-29;Eolienne;48.852348;4.688306;JOUR ET NUIT;OUI;985.0;276;VERIFIE;conforme ;inconnu;58;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Bassu
E5101-30;Eolienne;48.876264;4.690462;JOUR ET NUIT;OUI;980.0;239;VERIFIE;conforme ;inconnu;58;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Vanault-le-Châtel
E5101-31;Eolienne;48.871828;4.68632;JOUR ET NUIT;OUI;948.0;239;VERIFIE;conforme ;inconnu;58;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Vanault-le-Châtel
E5101-32;Eolienne;48.866359;4.680845;JOUR ET NUIT;OUI;961.0;239;VERIFIE;conforme ;inconnu;58;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Vanault-le-Châtel
E5101-33;Eolienne;48.861331;4.677734;JOUR ET NUIT;OUI;974.0;239;VERIFIE;conforme ;inconnu;58;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Vanault-le-Châtel
E5101-34;Eolienne;48.858648;4.671145;JOUR ET NUIT;OUI;964.0;239;VERIFIE;conforme ;inconnu;58;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Vanault-le-Châtel
E5101-35;Eolienne;48.858395;4.666256;JOUR ET NUIT;OUI;954.0;239;VERIFIE;conforme ;inconnu;58;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Vanault-le-Châtel
E5101-36;Eolienne;48.857875;4.661453;JOUR ET NUIT;OUI;954.0;239;VERIFIE;conforme ;inconnu;58;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Vanault-le-Châtel
E5101-37;Eolienne;48.857292;4.656539;JOUR ET NUIT;OUI;941.0;239;VERIFIE;conforme ;inconnu;58;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Vanault-le-Châtel
E5101-38;Eolienne;48.858206;4.651817;JOUR ET NUIT;OUI;921.0;239;VERIFIE;conforme ;inconnu;58;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Vanault-le-Châtel
E5101-39;Eolienne;48.859062;4.647328;JOUR ET NUIT;OUI;882.0;239;VERIFIE;conforme ;inconnu;58;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Vanault-le-Châtel
E5101-40;Eolienne;48.878395;4.608814;JOUR ET NUIT;OUI;928.0;328;VERIFIE;conforme ;inconnu;77;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Saint-Jean-sur-Moivre
E5101-41;Eolienne;48.875645;4.610839;JOUR ET NUIT;OUI;938.0;328;VERIFIE;conforme ;inconnu;77;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Saint-Jean-sur-Moivre
E5101-42;Eolienne;48.873103;4.613248;JOUR ET NUIT;OUI;958.0;328;VERIFIE;conforme ;inconnu;77;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Saint-Jean-sur-Moivre
E5101-43;Eolienne;48.870662;4.616267;JOUR ET NUIT;OUI;974.0;328;VERIFIE;conforme ;inconnu;77;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Saint-Jean-sur-Moivre
E5101-44;Eolienne;48.868453;4.620184;JOUR ET NUIT;OUI;978.0;328;VERIFIE;conforme ;inconnu;77;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Coupéville
E5101-45;Eolienne;48.866314;4.623628;JOUR ET NUIT;OUI;971.0;328;VERIFIE;conforme ;inconnu;77;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;Coupéville
E5101-46;Eolienne;48.835834;4.562223;JOUR ET NUIT;OUI;951.0;410;VERIFIE;conforme ;inconnu;92;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;La Chaussée-sur-Marne
E5101-47;Eolienne;48.838889;4.569723;JOUR ET NUIT;OUI;951.0;410;VERIFIE;conforme ;inconnu;92;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;La Chaussée-sur-Marne
E5101-48;Eolienne;48.844723;4.575278;JOUR ET NUIT;OUI;951.0;410;VERIFIE;conforme ;inconnu;92;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;La Chaussée-sur-Marne
E5101-49;Eolienne;48.84297;4.541606;JOUR ET NUIT;OUI;886.0;410;VERIFIE;conforme ;inconnu;92;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;La Chaussée-sur-Marne
E5101-50;Eolienne;48.847017;4.547195;JOUR ET NUIT;OUI;928.0;410;VERIFIE;conforme ;inconnu;92;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;La Chaussée-sur-Marne
E5101-51;Eolienne;48.848356;4.554109;JOUR ET NUIT;OUI;945.0;410;VERIFIE;conforme ;inconnu;92;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;La Chaussée-sur-Marne
E5101-52;Eolienne;48.851667;4.562223;JOUR ET NUIT;OUI;978.0;410;VERIFIE;conforme ;inconnu;92;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;La Chaussée-sur-Marne
E5101-53;Eolienne;48.854723;4.574167;JOUR ET NUIT;OUI;1004.0;410;VERIFIE;conforme ;inconnu;92;09/10/2017;29/06/2018;29/06/2023;DIRCAM/DIA;8;La Chaussée-sur-Marne
